"Time (s) Run #1","Light Intensity (lx) Run #1","Time (s) Run #2","Light Intensity (lx) Run #2","Time (s) Run #3","Light Intensity (lx) Run #3","Time (s) Run #4","Light Intensity (lx) Run #4","Time (s) Run #5","Light Intensity (lx) Run #5","Time (s) Run #6","Light Intensity (lx) Run #6","Time (s) Run #7","Light Intensity (lx) Run #7","Time (s) Run #8","Light Intensity (lx) Run #8","Time (s) Run #9","Light Intensity (lx) Run #9","Time (s) Run #10","Light Intensity (lx) Run #10","Time (s) Run #11","Light Intensity (lx) Run #11","Time (s) Run #12","Light Intensity (lx) Run #12","Time (s) Run #13","Light Intensity (lx) Run #13","Time (s) Run #14","Light Intensity (lx) Run #14","Time (s) Run #15","Light Intensity (lx) Run #15","Time (s) Run #16","Light Intensity (lx) Run #16","Time (s) Run #17","Light Intensity (lx) Run #17","Time (s) Run #18","Light Intensity (lx) Run #18","Time (s) Run #19","Light Intensity (lx) Run #19","Time (s) Run #20","Light Intensity (lx) Run #20","Time (s) Run #21","Light Intensity (lx) Run #21","Time (s) Run #22","Light Intensity (lx) Run #22","Time (s) Run #23","Light Intensity (lx) Run #23"
3.250,429.38,3.250,544.74,3.250,730.59,3.250,1044.62,3.250,1480.41,3.250,2358.40,3.250,3249.21,3.250,3495.94,3.250,3531.19,3.250,3364.56,3.250,2829.44,3.250,2287.90,3.250,2358.40,3.250,1839.29,3.250,1435.55,3.250,942.08,3.250,563.96,3.250,384.52,3.250,243.53,3.250,150.60,3.250,102.54,3.250,51.27,3.250,32.04
3.300,422.97,3.300,551.15,3.300,724.18,3.300,1038.21,3.300,1480.41,3.300,2358.40,3.300,3249.21,3.300,3502.35,3.300,3569.64,3.300,3345.34,3.300,2851.87,3.300,2307.13,3.300,2384.03,3.300,1839.29,3.300,1435.55,3.300,942.08,3.300,563.96,3.300,384.52,3.300,243.53,3.300,153.81,3.300,102.54,3.300,51.27,3.300,32.04
3.350,422.97,3.350,557.56,3.350,724.18,3.350,1031.80,3.350,1480.41,3.350,2358.40,3.350,3249.21,3.350,3505.55,3.350,3576.05,3.350,3326.11,3.350,2858.28,3.350,2319.95,3.350,2358.40,3.350,1848.91,3.350,1435.55,3.350,942.08,3.350,563.96,3.350,384.52,3.350,243.53,3.350,153.81,3.350,102.54,3.350,54.47,3.350,32.04
3.400,422.97,3.400,547.94,3.400,733.80,3.400,1031.80,3.400,1486.82,3.400,2358.40,3.400,3249.21,3.400,3499.15,3.400,3576.05,3.400,3358.15,3.400,2829.44,3.400,2303.92,3.400,2358.40,3.400,1839.29,3.400,1435.55,3.400,942.08,3.400,560.76,3.400,384.52,3.400,243.53,3.400,153.81,3.400,102.54,3.400,54.47,3.400,32.04
3.450,429.38,3.450,544.74,3.450,730.59,3.450,1044.62,3.450,1480.41,3.450,2358.40,3.450,3249.21,,,3.450,3544.01,3.450,3364.56,3.450,2816.62,3.450,2287.90,,,3.450,1839.29,3.450,1435.55,3.450,942.08,3.450,563.96,,,3.450,243.53,3.450,147.40,3.450,102.54,3.450,51.27,3.450,32.04
3.500,422.97,3.500,547.94,3.500,724.18,3.500,1038.21,3.500,1480.41,3.500,2358.40,3.500,3249.21,,,,,3.500,3364.56,3.500,2851.87,,,,,3.500,1839.29,,,3.500,942.08,,,,,,,3.500,153.81,3.500,102.54,,,3.500,32.04
3.550,422.97,,,3.550,724.18,,,,,,,,,,,,,3.550,3319.70,3.550,2858.28,,,,,,,,,,,,,,,,,,,,,,,3.550,32.04
3.600,422.97,,,,,,,,,,,,,,,,,,,3.600,2855.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.650,2823.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.700,2842.25,,,,,,,,,,,,,,,,,,,,,,,,
